name,credits,institution
Kavita,118,IIT Madras
Kiran,168,DU
Suresh,98,IIT Delhi
Nisha,87,IIIT Hyderabad
Manish,99,BITS Pilani
Mehul,27,IIT Bombay
Riya,37,IIT Delhi
Arjun,116,DU
Sneha,50,IIT Madras
Neha,105,IIIT Hyderabad
Kavita,58,IIT Madras
Rohit,129,IIIT Hyderabad
Suresh,163,IIT Delhi
Neha,147,DU
Pooja,25,IIT Delhi
Vikas,50,DU
Suresh,115,NIT Trichy
Sneha,37,IIT Bombay
Kavita,168,DU
Vikram,170,NIT Surathkal
Pooja,42,NIT Trichy
Amit,130,IIT Delhi
Vikram,147,BITS Pilani
Kavita,104,IIT Kanpur
Arjun,39,BITS Pilani
Nisha,62,NIT Surathkal
Pooja,153,IIT Bombay
Kiran,98,DU
Deepak,96,NIT Surathkal
Sneha,39,IIT Madras
Priya,143,IIT Bombay
Kavita,135,IIT Delhi
Mehul,81,NIT Surathkal
Simran,151,DU
Kiran,148,IIT Delhi
Kiran,27,IIT Kanpur
Nisha,71,IIT Madras
Rohit,111,BITS Pilani
Neha,67,IIIT Hyderabad
Kavita,151,JNU
Manish,44,NIT Trichy
Priya,74,IIT Bombay
Vikram,164,IIT Madras
Nisha,63,IIT Kanpur
Amit,169,NIT Trichy
Neha,28,BITS Pilani
Riya,105,IIT Delhi
Vikas,37,NIT Trichy
Kavita,82,IIT Madras
Vikram,44,JNU
Vikram,57,IIT Kanpur
Suresh,84,BITS Pilani
Simran,129,BITS Pilani
Manish,56,JNU
Ankit,59,NIT Surathkal
Riya,60,IIT Kanpur
Pooja,180,IIT Bombay
Suresh,89,IIIT Hyderabad
Nisha,58,IIIT Hyderabad
Vikram,116,IIT Kanpur
Vikas,170,IIIT Hyderabad
Nisha,178,IIT Bombay
Kavita,175,IIT Madras
Suresh,57,NIT Surathkal
Deepak,101,JNU
Neha,128,IIT Bombay
Ankit,46,IIT Bombay
Neha,172,IIIT Hyderabad
Kavita,178,JNU
Priya,136,IIIT Hyderabad
Suresh,150,NIT Surathkal
Simran,138,IIT Delhi
Priya,125,JNU
Rohit,54,IIT Madras
Pooja,132,IIT Kanpur
Amit,76,BITS Pilani
Kiran,86,IIT Bombay
Deepak,96,IIIT Hyderabad
Kavita,122,NIT Trichy
Sneha,33,NIT Surathkal
Rahul,120,IIT Kanpur
Riya,163,IIT Madras
Pooja,116,IIT Bombay
Deepak,102,NIT Surathkal
Rohit,111,IIT Kanpur
Ankit,29,BITS Pilani
Rohit,135,BITS Pilani
Sneha,126,DU
Kiran,115,JNU
Amit,47,JNU
Amit,172,NIT Surathkal
Ankit,63,JNU
Amit,172,IIT Delhi
Riya,95,JNU
Manish,126,JNU
Suresh,164,BITS Pilani
Pooja,167,DU
Amit,163,IIT Bombay
Suresh,45,IIT Delhi
Simran,120,BITS Pilani
Deepak,99,NIT Surathkal
Vikas,86,IIT Delhi
Vikram,154,DU
Mehul,176,DU
Rahul,37,DU
Kavita,122,NIT Surathkal
Kavita,72,NIT Trichy
Rahul,149,JNU
Amit,73,NIT Surathkal
Nisha,105,IIT Delhi
Vikram,91,IIT Madras
Riya,54,IIT Bombay
Rohit,167,IIT Kanpur
Manish,94,IIT Madras
Amit,55,IIIT Hyderabad
Neha,137,BITS Pilani
Riya,27,BITS Pilani
Arjun,95,NIT Trichy
Deepak,168,IIT Delhi
Arjun,160,NIT Surathkal
Suresh,82,IIT Delhi
Pooja,121,JNU
Sneha,93,IIIT Hyderabad
Priya,96,NIT Surathkal
Rohit,70,DU
Priya,72,IIT Delhi
Riya,73,IIT Bombay
Vikram,164,DU
Amit,48,IIT Kanpur
Simran,88,IIT Madras
Riya,40,DU
Rohit,100,NIT Surathkal
Neha,170,IIT Kanpur
Deepak,87,IIT Madras
Kavita,173,IIT Madras
Sneha,179,DU
Rohit,31,BITS Pilani
Pooja,67,BITS Pilani
Sneha,79,IIT Delhi
Nisha,167,NIT Surathkal
Deepak,25,BITS Pilani
Simran,91,IIT Delhi
Deepak,178,DU
Deepak,127,IIT Delhi
Ankit,123,IIT Madras
Kavita,80,IIT Delhi
Mehul,114,JNU
Amit,180,NIT Trichy
Pooja,54,NIT Trichy
Neha,48,NIT Surathkal
Rahul,64,JNU
Vikas,67,NIT Surathkal
Kavita,83,IIT Madras
Nisha,109,IIT Madras
Kavita,99,JNU
Simran,175,BITS Pilani
Kiran,147,IIT Kanpur
Sneha,88,BITS Pilani
Neha,87,DU
Mehul,157,IIIT Hyderabad
Mehul,93,IIT Kanpur
Vikas,121,NIT Trichy
Deepak,47,DU
Manish,174,DU
Rohit,153,BITS Pilani
Vikas,130,IIT Delhi
Rahul,87,JNU
Nisha,107,IIIT Hyderabad
Priya,40,IIT Madras
Mehul,21,IIT Bombay
Simran,55,IIT Madras
Kavita,84,JNU
Nisha,26,NIT Surathkal
Kavita,129,IIT Delhi
Priya,89,IIT Bombay
Pooja,71,IIT Delhi
Manish,159,NIT Surathkal
Deepak,141,JNU
Arjun,101,DU
Nisha,45,IIIT Hyderabad
Neha,81,NIT Surathkal
Deepak,45,IIIT Hyderabad
Ankit,104,IIT Bombay
Pooja,164,IIIT Hyderabad
Mehul,54,BITS Pilani
Manish,71,IIT Kanpur
Ankit,44,BITS Pilani
Priya,167,IIT Kanpur
Kiran,41,IIT Bombay
Kiran,57,BITS Pilani
Nisha,58,IIT Madras
Pooja,167,JNU
Kiran,137,BITS Pilani
Vikram,173,IIIT Hyderabad
Vikram,145,IIT Kanpur
Arjun,151,NIT Surathkal
Suresh,62,JNU
Mehul,107,IIIT Hyderabad
Riya,76,IIIT Hyderabad
Mehul,108,NIT Trichy
Deepak,160,IIT Madras
Nisha,149,IIT Delhi
Riya,176,IIIT Hyderabad
Manish,93,IIT Kanpur
Deepak,131,BITS Pilani
Deepak,121,IIT Delhi
Mehul,58,NIT Surathkal
Amit,38,BITS Pilani
Simran,138,IIT Kanpur
Simran,23,NIT Surathkal
Rohit,27,IIT Kanpur
Rohit,165,JNU
Rahul,64,IIT Kanpur
Kiran,26,IIT Delhi
Simran,171,IIT Delhi
Priya,163,IIT Kanpur
Manish,90,DU
Rohit,74,BITS Pilani
Vikram,137,DU
Vikas,140,IIT Madras
Suresh,55,JNU
Kiran,59,JNU
Amit,52,DU
Arjun,105,DU
Vikram,133,IIIT Hyderabad
Riya,74,IIT Delhi
Sneha,26,DU
Kavita,114,IIT Madras
Suresh,119,IIIT Hyderabad
Kavita,84,BITS Pilani
Amit,160,IIT Delhi
Riya,180,IIT Kanpur
Pooja,162,NIT Surathkal
Manish,105,JNU
Priya,107,NIT Surathkal
Sneha,138,IIT Kanpur
Pooja,102,DU
Pooja,90,IIT Kanpur
Neha,109,NIT Trichy
Neha,95,IIT Madras
Amit,99,JNU
Mehul,29,BITS Pilani
Manish,70,IIT Kanpur
Deepak,80,IIIT Hyderabad
Manish,42,IIT Kanpur
Rahul,126,IIT Kanpur
Amit,154,BITS Pilani
Kavita,99,IIT Kanpur
Amit,136,JNU
Neha,157,BITS Pilani
Pooja,39,IIIT Hyderabad
Priya,147,IIT Kanpur
Deepak,102,IIT Madras
Rahul,102,IIT Delhi
Amit,69,NIT Surathkal
Manish,177,IIT Kanpur
Mehul,27,BITS Pilani
Vikram,98,BITS Pilani
Sneha,121,NIT Trichy
Nisha,161,JNU
Arjun,31,JNU
Vikram,130,IIT Kanpur
Vikas,33,JNU
Simran,103,IIIT Hyderabad
Suresh,82,BITS Pilani
Suresh,164,IIT Madras
Ankit,30,IIT Delhi
Kavita,167,IIT Madras
Kavita,23,IIT Kanpur
Priya,105,JNU
Mehul,110,IIIT Hyderabad
Sneha,126,JNU
Ankit,71,NIT Trichy
Rahul,114,NIT Surathkal
Mehul,77,DU
Suresh,40,IIT Kanpur
Ankit,92,JNU
Arjun,84,JNU
Neha,37,NIT Trichy
Amit,116,BITS Pilani
Kiran,157,NIT Surathkal
Rahul,98,NIT Trichy
Kiran,24,JNU
Pooja,167,IIT Bombay
Kavita,136,IIT Kanpur
Simran,176,IIT Delhi
Deepak,91,NIT Trichy
Vikas,86,JNU
Amit,104,JNU
Ankit,99,IIT Delhi
Deepak,163,BITS Pilani
Nisha,59,IIT Bombay
Simran,147,IIT Delhi
Mehul,162,NIT Trichy
Rahul,52,JNU
Deepak,130,BITS Pilani
Vikram,122,IIT Kanpur
Mehul,108,IIT Kanpur
Kiran,45,IIT Madras
Rohit,64,IIT Bombay
Vikram,118,IIT Bombay
Amit,133,IIT Delhi
Simran,74,BITS Pilani
Rahul,159,NIT Trichy
Sneha,142,IIT Kanpur
Pooja,30,IIT Madras
Manish,90,IIIT Hyderabad
Mehul,115,DU
Riya,117,IIT Kanpur
Vikram,121,DU
Arjun,42,IIT Kanpur
Pooja,108,IIT Kanpur
Amit,141,IIT Kanpur
Manish,149,IIT Madras
Simran,148,IIIT Hyderabad
Rohit,177,IIT Madras
Riya,45,DU
Vikram,180,IIT Delhi
Priya,173,BITS Pilani
Ankit,26,JNU
Sneha,132,IIT Madras
Simran,58,BITS Pilani
Amit,74,IIIT Hyderabad
Manish,159,IIT Madras
Sneha,131,BITS Pilani
Deepak,46,IIT Delhi
Rahul,170,DU
Pooja,64,IIT Kanpur
Kiran,43,IIT Delhi
Sneha,127,IIT Delhi
Manish,71,NIT Trichy
Ankit,130,IIT Bombay
Neha,107,IIIT Hyderabad
Rohit,123,NIT Trichy
Deepak,109,IIT Delhi
Riya,130,IIT Bombay
Neha,53,NIT Trichy
Vikram,145,JNU
Amit,137,BITS Pilani
Nisha,33,NIT Surathkal
Ankit,168,IIT Bombay
Priya,101,IIT Delhi
Amit,180,IIT Delhi
Manish,71,IIT Madras
Rohit,144,IIT Kanpur
Nisha,28,IIT Bombay
Neha,152,BITS Pilani
Sneha,121,DU
Vikram,30,IIT Delhi
Mehul,68,BITS Pilani
Rahul,62,DU
Rahul,112,NIT Surathkal
Amit,173,DU
Deepak,28,DU
Mehul,108,IIT Kanpur
Arjun,28,IIT Bombay
Deepak,75,NIT Trichy
Suresh,61,IIT Bombay
Amit,115,IIIT Hyderabad
Kavita,78,IIT Bombay
Vikas,179,DU
Neha,119,IIT Madras
Sneha,70,JNU
Priya,156,IIIT Hyderabad
Deepak,41,IIT Kanpur
Rahul,76,BITS Pilani
Kavita,174,NIT Trichy
Vikas,48,JNU
Suresh,156,IIT Kanpur
Neha,139,IIIT Hyderabad
Deepak,96,DU
Pooja,171,JNU
Suresh,163,DU
Simran,53,NIT Surathkal
Deepak,99,IIIT Hyderabad
Mehul,39,IIT Delhi
Riya,179,IIT Delhi
Vikram,71,JNU
Kiran,175,IIT Delhi
Kavita,53,IIIT Hyderabad
Simran,28,IIT Bombay
Manish,97,IIT Madras
Riya,98,IIT Kanpur
Arjun,131,NIT Trichy
Neha,87,IIT Kanpur
Priya,83,DU
Pooja,123,IIT Bombay
Rahul,166,IIT Madras
Sneha,162,NIT Surathkal
Suresh,29,IIT Delhi
Vikram,88,NIT Surathkal
Kavita,135,BITS Pilani
Simran,129,BITS Pilani
Vikas,112,NIT Trichy
Deepak,27,IIIT Hyderabad
Rohit,178,IIT Bombay
Arjun,177,IIIT Hyderabad
Vikas,106,IIIT Hyderabad
Simran,38,JNU
Amit,74,IIT Bombay
Arjun,66,IIT Kanpur
Ankit,167,IIT Bombay
Kiran,116,BITS Pilani
Sneha,136,BITS Pilani
Sneha,118,IIT Madras
Rohit,121,JNU
Vikram,41,NIT Trichy
Amit,113,NIT Trichy
Vikram,65,NIT Trichy
Suresh,91,IIT Delhi
Mehul,33,JNU
Vikram,140,IIT Delhi
Simran,89,BITS Pilani
Amit,43,IIT Delhi
Rahul,164,DU
Rahul,42,IIT Kanpur
Sneha,92,IIIT Hyderabad
Suresh,166,IIT Madras
Vikas,112,BITS Pilani
Mehul,125,JNU
Kiran,69,NIT Trichy
Nisha,101,IIT Bombay
Pooja,113,IIT Delhi
Amit,144,NIT Trichy
Mehul,22,NIT Surathkal
Kiran,140,IIIT Hyderabad
Ankit,175,NIT Trichy
Rahul,142,IIT Madras
Rahul,82,BITS Pilani
Pooja,79,DU
Ankit,27,IIT Delhi
Vikas,135,BITS Pilani
Pooja,165,BITS Pilani
Amit,22,IIT Delhi
Neha,151,IIIT Hyderabad
Kavita,93,JNU
Vikas,153,IIT Delhi
Deepak,88,IIT Kanpur
Arjun,121,IIT Delhi
Deepak,169,BITS Pilani
Rahul,68,IIT Delhi
Nisha,82,NIT Trichy
Sneha,115,JNU
Kavita,31,NIT Trichy
Kiran,176,IIT Kanpur
Nisha,74,NIT Trichy
Amit,172,NIT Surathkal
Riya,116,IIT Madras
Kiran,57,IIT Bombay
Manish,62,JNU
Nisha,71,BITS Pilani
Simran,137,IIT Kanpur
Arjun,109,JNU
Nisha,115,IIT Kanpur
Riya,28,IIT Madras
Suresh,146,IIT Kanpur
Sneha,73,IIT Kanpur
Suresh,96,IIT Bombay
Vikas,134,IIT Madras
Amit,163,DU
Priya,143,IIT Bombay
Kiran,44,DU
Vikas,51,BITS Pilani
Vikas,32,IIIT Hyderabad
Suresh,140,IIIT Hyderabad
Rahul,178,NIT Trichy
Deepak,33,IIT Delhi
Rohit,157,IIIT Hyderabad
Pooja,155,JNU
Riya,55,IIT Madras
Neha,87,NIT Trichy
Vikas,133,NIT Trichy
Kavita,106,BITS Pilani
Rohit,144,IIT Madras
Pooja,174,JNU
Vikas,120,NIT Surathkal
Priya,133,IIT Madras
Kavita,141,DU
Kiran,119,IIT Kanpur
Deepak,156,IIT Bombay
Rohit,120,BITS Pilani
Kiran,125,NIT Trichy
Kavita,37,IIT Kanpur
Kavita,105,DU
Pooja,164,IIT Delhi
Priya,93,JNU
Rohit,35,NIT Surathkal
Vikram,73,BITS Pilani
Pooja,105,IIT Delhi
Rahul,24,BITS Pilani
Simran,62,NIT Surathkal
Mehul,176,IIT Bombay
Kavita,159,NIT Surathkal
Amit,20,IIT Madras
Sneha,121,IIT Bombay
Ankit,91,BITS Pilani
Kavita,75,NIT Surathkal
Vikas,126,IIT Bombay
Suresh,148,IIT Bombay
Neha,63,JNU
Rohit,62,IIT Bombay
Deepak,154,IIT Madras
Rahul,77,JNU
Pooja,160,IIIT Hyderabad
Rahul,102,JNU
Pooja,125,IIIT Hyderabad
Sneha,172,DU
Neha,75,DU
Kiran,178,IIT Kanpur
Simran,180,IIT Kanpur
Rahul,112,IIT Delhi
Manish,25,IIT Kanpur
Riya,137,DU
Deepak,61,IIT Delhi
Kavita,162,DU
Riya,25,JNU
Neha,43,IIT Madras
Pooja,30,IIIT Hyderabad
Simran,119,DU
Vikram,49,BITS Pilani
Manish,55,BITS Pilani
Neha,71,IIT Madras
Suresh,58,NIT Surathkal
Deepak,87,IIT Kanpur
Riya,60,DU
Neha,54,JNU
Pooja,21,IIT Madras
Suresh,122,IIT Bombay
Manish,90,DU
Kiran,82,BITS Pilani
Simran,161,IIT Madras
Riya,97,IIT Delhi
Rohit,152,JNU
Neha,88,IIT Kanpur
Amit,104,IIT Kanpur
Kavita,106,IIT Madras
Priya,124,JNU
Rahul,48,IIT Bombay
Pooja,109,JNU
Suresh,158,NIT Surathkal
Manish,62,DU
Vikas,151,BITS Pilani
Nisha,89,NIT Surathkal
Mehul,174,DU
Kiran,74,IIT Delhi
Nisha,74,IIT Madras
Suresh,163,BITS Pilani
Ankit,61,IIIT Hyderabad
Amit,131,JNU
Vikram,52,IIT Kanpur
Manish,143,IIT Bombay
Nisha,140,IIT Bombay
Rohit,158,BITS Pilani
Sneha,86,IIT Delhi
Suresh,40,IIIT Hyderabad
Rahul,62,IIT Bombay
Deepak,142,NIT Surathkal
Sneha,112,NIT Surathkal
Ankit,38,BITS Pilani
Arjun,58,NIT Trichy
Vikas,126,IIIT Hyderabad
Riya,89,JNU
Nisha,169,DU
Ankit,172,DU
Manish,132,IIT Delhi
Ankit,163,IIT Delhi
Ankit,83,IIT Delhi
Kiran,114,NIT Surathkal
Amit,48,IIT Delhi
Vikram,89,IIT Bombay
Amit,118,IIIT Hyderabad
Kiran,42,IIT Kanpur
Neha,63,NIT Trichy
Neha,177,NIT Trichy
Nisha,60,IIT Delhi
Ankit,168,JNU
Manish,52,IIT Kanpur
Rahul,176,IIT Kanpur
Kiran,115,NIT Trichy
Vikram,168,NIT Surathkal
Mehul,80,IIT Madras
Suresh,112,NIT Surathkal
Sneha,144,IIT Kanpur
Amit,112,BITS Pilani
Sneha,143,DU
Rohit,87,BITS Pilani
Nisha,125,NIT Trichy
Vikas,70,NIT Surathkal
Ankit,115,IIIT Hyderabad
Mehul,115,NIT Surathkal
Ankit,170,BITS Pilani
Nisha,141,IIT Kanpur
Neha,171,BITS Pilani
Arjun,139,NIT Trichy
Neha,180,IIT Kanpur
Mehul,162,BITS Pilani
Nisha,82,NIT Trichy
Rohit,123,JNU
Vikram,45,BITS Pilani
Priya,151,IIT Delhi
Pooja,169,IIT Bombay
Simran,141,DU
Rohit,169,BITS Pilani
Manish,102,NIT Surathkal
Mehul,65,IIT Bombay
Vikas,68,IIT Bombay
Sneha,72,DU
Rahul,34,BITS Pilani
Kiran,175,BITS Pilani
Vikram,140,IIT Delhi
Arjun,88,NIT Trichy
Nisha,109,NIT Surathkal
Priya,60,NIT Surathkal
Priya,102,BITS Pilani
Rahul,31,IIT Kanpur
Ankit,54,DU
Sneha,159,IIT Bombay
Vikas,98,IIT Delhi
Mehul,42,NIT Trichy
Kavita,49,IIT Kanpur
Riya,141,DU
Manish,76,IIT Madras
Ankit,150,IIT Delhi
Nisha,160,IIT Bombay
Manish,52,IIT Madras
Priya,36,IIT Kanpur
Pooja,164,IIT Kanpur
Sneha,100,IIIT Hyderabad
Rahul,143,BITS Pilani
Vikram,105,IIIT Hyderabad
Kavita,55,NIT Trichy
Kavita,67,DU
Kavita,55,IIIT Hyderabad
Vikas,77,IIIT Hyderabad
Ankit,160,IIT Kanpur
Rahul,37,IIT Kanpur
Mehul,23,BITS Pilani
Ankit,33,IIT Kanpur
Arjun,24,IIT Delhi
Rahul,98,DU
Arjun,53,IIT Delhi
Mehul,132,IIT Kanpur
Mehul,46,IIT Bombay
Ankit,113,BITS Pilani
Vikas,139,DU
Manish,70,JNU
Pooja,154,IIT Kanpur
Kiran,140,IIT Madras
Priya,94,BITS Pilani
Nisha,26,BITS Pilani
Ankit,126,NIT Trichy
Vikas,138,NIT Surathkal
Sneha,67,IIIT Hyderabad
Riya,43,IIT Delhi
Vikram,27,IIT Bombay
Sneha,92,IIT Bombay
Sneha,94,DU
Pooja,65,IIT Madras
Neha,143,JNU
Manish,171,IIT Bombay
Priya,180,DU
Arjun,118,IIT Delhi
Arjun,61,IIT Bombay
Manish,111,BITS Pilani
Ankit,33,IIT Bombay
Vikas,93,NIT Surathkal
Rahul,142,DU
Manish,38,BITS Pilani
Rohit,66,BITS Pilani
Nisha,163,BITS Pilani
Simran,92,BITS Pilani
Rohit,129,IIIT Hyderabad
Neha,77,JNU
Suresh,166,IIT Kanpur
Kavita,158,JNU
Vikram,93,BITS Pilani
Suresh,107,IIT Delhi
Deepak,140,IIIT Hyderabad
Kiran,137,DU
Nisha,156,NIT Surathkal
Rahul,74,JNU
Rahul,61,DU
Kiran,158,IIT Madras
Manish,45,IIIT Hyderabad
Arjun,60,IIIT Hyderabad
Rahul,106,IIT Bombay
Arjun,77,BITS Pilani
Ankit,171,BITS Pilani
Riya,70,NIT Trichy
Vikram,69,IIT Delhi
Pooja,51,IIIT Hyderabad
Neha,159,JNU
Suresh,171,BITS Pilani
Priya,31,IIT Kanpur
Simran,131,IIT Bombay
Priya,155,IIIT Hyderabad
Pooja,58,IIT Delhi
Amit,121,IIT Madras
Amit,31,NIT Trichy
Arjun,98,DU
Manish,48,IIT Madras
Arjun,148,NIT Trichy
Ankit,165,IIT Kanpur
Simran,94,IIT Bombay
Suresh,112,JNU
Rohit,33,IIT Kanpur
Vikas,97,NIT Trichy
Kavita,62,IIT Madras
Sneha,60,IIT Delhi
Priya,133,IIT Madras
Priya,133,IIT Delhi
Manish,146,IIIT Hyderabad
Sneha,148,NIT Surathkal
Vikas,172,BITS Pilani
Ankit,104,IIIT Hyderabad
Vikas,172,IIIT Hyderabad
Rohit,55,JNU
Arjun,23,IIIT Hyderabad
Sneha,75,IIIT Hyderabad
Suresh,110,IIT Delhi
Manish,174,IIT Madras
Arjun,27,IIT Delhi
Ankit,76,DU
Neha,113,IIT Kanpur
Kavita,116,JNU
Rohit,88,NIT Surathkal
Rahul,54,IIT Delhi
Rahul,154,NIT Surathkal
Sneha,106,IIT Madras
Arjun,39,IIIT Hyderabad
Rohit,179,IIT Madras
Kavita,136,IIIT Hyderabad
Riya,159,DU
Riya,94,JNU
Priya,130,NIT Trichy
Manish,35,DU
Sneha,169,IIIT Hyderabad
Nisha,106,IIIT Hyderabad
Kavita,167,IIT Madras
Priya,171,NIT Surathkal
Kavita,135,IIT Kanpur
Simran,118,IIT Bombay
Mehul,138,IIT Kanpur
Kavita,100,BITS Pilani
Deepak,162,IIT Madras
Kiran,151,IIT Bombay
Neha,143,IIT Bombay
Suresh,39,IIIT Hyderabad
Arjun,91,IIT Kanpur
Pooja,165,IIIT Hyderabad
Mehul,49,JNU
Manish,140,BITS Pilani
Kavita,177,IIIT Hyderabad
Amit,151,IIIT Hyderabad
Rohit,142,IIT Kanpur
Rahul,129,BITS Pilani
Amit,178,IIT Kanpur
Amit,100,IIIT Hyderabad
Sneha,80,IIT Kanpur
Priya,86,JNU
Arjun,104,IIT Madras
Mehul,89,IIT Bombay
Kavita,117,IIT Madras
Sneha,50,IIT Kanpur
Ankit,104,IIT Kanpur
Deepak,22,NIT Surathkal
Vikram,82,NIT Surathkal
Arjun,31,DU
Manish,161,IIT Bombay
Rahul,139,IIIT Hyderabad
Kiran,176,JNU
Riya,66,IIT Delhi
Mehul,38,JNU
Rohit,62,IIIT Hyderabad
Arjun,29,NIT Surathkal
Ankit,154,IIT Madras
Rohit,99,NIT Surathkal
Pooja,122,IIT Bombay
Nisha,125,IIIT Hyderabad
Vikas,178,JNU
Manish,100,BITS Pilani
Riya,168,JNU
Sneha,86,IIT Delhi
Deepak,28,NIT Surathkal
Suresh,86,NIT Surathkal
Manish,33,DU
Nisha,96,IIT Bombay
Vikas,68,NIT Surathkal
Vikram,45,IIT Delhi
Neha,64,IIT Madras
Mehul,36,IIT Kanpur
Amit,121,IIT Madras
Sneha,38,IIIT Hyderabad
Sneha,119,NIT Surathkal
Rohit,143,IIT Kanpur
Vikas,61,IIT Madras
Rohit,89,IIT Kanpur
Sneha,87,IIIT Hyderabad
Sneha,22,IIT Kanpur
Rahul,140,NIT Surathkal
Pooja,160,DU
Ankit,165,IIT Delhi
Nisha,134,IIT Kanpur
Rahul,94,IIT Madras
Vikram,102,IIIT Hyderabad
Kavita,74,IIT Bombay
Riya,138,JNU
Neha,151,IIIT Hyderabad
Kavita,44,IIT Kanpur
Sneha,113,DU
Kiran,149,NIT Trichy
Manish,150,NIT Surathkal
Neha,178,BITS Pilani
Kiran,173,NIT Surathkal
Ankit,58,NIT Surathkal
Ankit,102,IIT Kanpur
Kiran,128,IIT Kanpur
Kavita,41,IIT Madras
Kiran,31,IIT Madras
Priya,62,IIIT Hyderabad
Suresh,135,IIT Delhi
Riya,91,DU
Riya,159,IIT Kanpur
Riya,85,NIT Surathkal
Manish,118,NIT Surathkal
Rahul,149,IIT Bombay
Manish,47,JNU
Sneha,174,BITS Pilani
Amit,150,IIT Kanpur
Amit,53,IIT Kanpur
Ankit,125,IIIT Hyderabad
Priya,113,NIT Surathkal
Pooja,36,IIT Madras
Manish,114,IIT Bombay
Amit,38,BITS Pilani
Amit,25,JNU
Suresh,68,IIT Kanpur
Riya,60,NIT Surathkal
Priya,40,NIT Surathkal
Kavita,176,DU
Suresh,64,NIT Trichy
Deepak,77,DU
Kavita,157,IIT Bombay
Rohit,80,IIT Bombay
Vikram,50,IIT Delhi
Ankit,77,NIT Trichy
Rahul,42,DU
Nisha,177,JNU
Suresh,28,IIT Delhi
Deepak,62,IIT Madras
Suresh,105,JNU
Suresh,117,IIIT Hyderabad
Rohit,55,IIT Kanpur
Arjun,152,IIT Kanpur
Rahul,173,DU
Vikram,161,IIT Bombay
Nisha,156,IIIT Hyderabad
Mehul,84,IIT Bombay
Vikram,41,IIT Kanpur
Priya,173,NIT Trichy
Vikas,91,IIIT Hyderabad
Vikram,22,DU
Suresh,77,IIT Delhi
Simran,126,DU
Kiran,147,IIT Bombay
Kiran,152,IIT Bombay
Manish,159,IIT Delhi
Rohit,71,IIT Kanpur
Rohit,37,DU
Sneha,113,IIT Kanpur
Vikas,135,IIT Kanpur
Rohit,152,DU
Rahul,158,IIT Bombay
Riya,137,IIT Madras
Neha,79,IIT Madras
Pooja,103,IIT Bombay
Rahul,115,IIT Bombay
Amit,67,IIT Bombay
Simran,101,IIT Kanpur
Vikas,77,IIT Kanpur
Simran,39,BITS Pilani
Priya,179,NIT Surathkal
Kiran,114,JNU
Arjun,163,IIT Kanpur
Suresh,160,DU
Kavita,178,IIT Kanpur
Priya,32,IIT Delhi
Kavita,99,JNU
Nisha,128,IIT Madras
Amit,38,JNU
Priya,169,NIT Trichy
Kavita,42,NIT Trichy
Ankit,61,IIT Madras
Priya,162,BITS Pilani
Mehul,82,NIT Trichy
Rohit,158,NIT Surathkal
Deepak,37,NIT Trichy
Rohit,21,NIT Surathkal
Rahul,167,IIT Madras
Rahul,168,DU
Vikas,100,IIT Bombay
Mehul,43,IIT Kanpur
Vikram,84,JNU
Neha,170,NIT Surathkal
Nisha,50,IIT Delhi
Rahul,157,NIT Trichy
Arjun,36,IIT Delhi
Vikas,23,BITS Pilani
Rohit,48,IIT Delhi
Arjun,27,IIIT Hyderabad
Nisha,165,IIIT Hyderabad
Kiran,156,IIT Delhi
Riya,143,NIT Trichy
Mehul,137,NIT Trichy
Suresh,23,IIT Bombay
Neha,45,NIT Surathkal
Ankit,119,NIT Trichy
Kiran,96,IIT Bombay
Priya,111,NIT Surathkal
Kavita,38,DU
Mehul,37,NIT Trichy
Vikas,91,IIIT Hyderabad
Riya,178,BITS Pilani
Ankit,108,IIT Bombay
Mehul,117,JNU
Pooja,79,NIT Trichy
Priya,31,IIIT Hyderabad
Rohit,114,JNU
Pooja,156,IIIT Hyderabad
Kavita,71,IIIT Hyderabad
Neha,65,IIT Kanpur
Riya,60,NIT Surathkal
Manish,150,NIT Trichy
Neha,160,IIIT Hyderabad
Ankit,170,BITS Pilani
Suresh,153,IIT Bombay
Rohit,143,JNU
Pooja,103,IIIT Hyderabad
Nisha,145,IIT Bombay
Rahul,144,IIIT Hyderabad
Vikas,51,IIT Kanpur
Vikram,43,IIIT Hyderabad
Vikas,43,IIIT Hyderabad
Manish,121,DU
Sneha,61,NIT Surathkal
Rohit,119,IIT Bombay
Riya,30,JNU
Kavita,135,BITS Pilani
Simran,107,IIT Madras
Arjun,96,IIT Kanpur
Riya,46,IIT Delhi
Rohit,76,IIT Madras
Riya,51,IIT Bombay
Arjun,111,IIT Bombay
Rahul,134,NIT Trichy
Rohit,75,NIT Trichy
Deepak,95,IIT Bombay
Pooja,156,IIT Bombay
Rahul,119,BITS Pilani
Ankit,41,BITS Pilani
Simran,87,DU
Rohit,133,DU
Suresh,171,IIT Kanpur
Sneha,42,IIIT Hyderabad
Kavita,120,BITS Pilani
Ankit,123,NIT Trichy
Kavita,130,JNU
Riya,138,JNU
Simran,118,JNU
Vikas,101,IIT Delhi
Rahul,131,IIT Madras
Kiran,169,IIT Bombay
Sneha,67,IIT Kanpur
Manish,72,IIT Delhi
Kiran,177,JNU
Ankit,153,NIT Trichy
Neha,117,BITS Pilani
Amit,36,NIT Trichy
Suresh,36,IIIT Hyderabad
Priya,34,NIT Surathkal
